Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Belize,BLZ,..,1.21655695629228,1.36012942994002,0.899699271477281,0.561912380184334,0.788575477220803,2.1532446655728,3.11510043015275,4.44027063761741,6.52830309694745,4.85848966350988,3.41758963549469,5.88913996997972,3.92070831740586,3.00768070889445,0.0424087995953228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Benin,BEN,..,0.116143495141668,0.13053638898862,0.0967762860311975,0.0536275742144246,0.0573710092058541,0,0,0,0,0,0,0,0,0,0,0,0.0349645800121008,0.0860115484226314,0.0847870308807583,0.129550143110367,0.0850022950805211,0.0583443812090621,0.220770590563532,0.390142752681666,0.476212895567048,1.07452206783959,0.926694563454897,1.3297528541168,0.698483935065029,1.34912803112565,1.3249398016875,0.891877184010771,1.67036522504263,0.96129773131148,3.59711239129317,3.17748726590787,1.16123442883661,0.464408027997319,1.19780910067373,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bermuda,BMU,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bhutan,BTN,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bolivia,BOL,..,1.97256719115534,2.22151471944557,1.54537083602004,1.02885327782618,1.34065727692375,3.1499831715049,3.50607368019737,3.68578548097543,3.66150873360097,2.84350392455642,2.20343852439297,5.27718083844489,6.23954066838826,6.88456409393478,7.2477852404794,4.94938148623872,2.46990494243858,2.34240240596352,2.27860779939748,2.64590318314096,1.54227502367954,0.929678395588174,1.59573971746341,2.08350612462135,1.61549069790589,1.34874716251636,1.39982520929885,1.48419370230849,1.45100635587098,2.80731471834457,1.98521306146866,1.30361320781595,1.86210537563927,1.20664835711829,2.23138347468186,2.11949005027588,2.60690657587131,2.10952972258705,2.92901777689239,5.56883662962739,4.51410652834276,2.07491307943957,1.90395046237865,2.97672197414932,3.08149455111293,3.63968610191211,1.16129477339784,0.700417076681256,0.838224895401467,0.622809857484866,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bosnia and Herzegovina,BIH,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Botswana,BWA,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Brazil,BRA,..,2.03819585673231,2.05380627090789,1.23533807389309,0.820121600810678,1.07608434602048,1.86746966097789,1.85493944914679,2.00920306226434,1.99161326276229,1.50085265012024,1.32026422582557,2.42249871499825,2.0794199711598,2.50783554546055,2.49931349540251,2.01210949741776,1.82374728030745,1.64931577383532,1.25092669472141,1.43771967022111,0.753978123754768,0.253128160007389,0.417701964011495,0.477631043927364,0.347851403292223,0.421958964386819,0.563715635840941,0.623325021053115,0.385817187466782,0.8888278358975,0.655539282232264,0.528933988075014,0.81553681018495,0.566057404935855,1.51772092437183,1.41501024511509,1.0713941175209,0.453320583296302,0.631887566161953,0.723037051275337,0.55105360695076,0.234960442059667,0.248655700610103,0.34427409356168,0.414976402659186,0.50583872558465,0.124957968494118,0.101587221275985,0.10982300600933,0.0851104867705726,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Brunei Darussalam,BRN,..,11.6196140360714,11.6561779192679,8.81131433768698,6.85291594155106,7.70845064847477,14.8515784878176,17.0079090864609,20.8808358209975,23.8966780461489,17.7545263710397,15.2741268968766,22.7312114956522,21.6076336120831,29.2957601812926,27.9648701524594,21.2272629594767,16.7163133120688,15.4756474801202,18.6453266105892,24.0200542093344,14.9142307146938,8.90246738017333,13.9256205043512,15.5893471316259,13.9338912866374,15.207928427449,16.5911033807434,16.6715802011492,16.6788201432622,28.8715034094901,22.0592357378776,17.7060523188219,23.0496987408511,21.6405776070817,28.6273054202356,28.4971753094847,28.7098846039206,21.0420031764835,32.9838843708672,50.6720665960361,..,48.0136643330344,51.504426327367,53.5733247987504,51.8002075470896,55.171193757999,27.426704716979,16.0272016327812,6.84421857580684,2.45319610668449,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bulgaria,BGR,..,0.0196671737938223,0.0226833661611279,0.0157199256706544,0.0112069911123285,0.0149237314555368,0.0314779374866787,0.0357981003914901,0.0407677607902379,0.0396344124238002,0.0296243808346919,0.0199786613436031,0.0361587690389199,0.0314473075364509,0.0372799879601076,0.0356444575173241,0.0279829860935424,0.0153109893979889,0.0204986839856226,0.018192519744964,0.0375094446934742,0.0149719021910057,0.00379165357403962,0.0148516848429862,0.0201896647398378,0.0133009190590019,0.0256930026101187,0.0228199503513861,0.0269160259771234,0.0261735173338885,0.0991663372146847,0.0840875645178923,0.0446972719775705,0.065737060200767,0.0550550460513493,0.15804116327541,0.10055927888798,0.0759152006785544,0.0441743144068182,0.0777725241928778,0.101818264506998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Burkina Faso,BFA,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Burundi,BDI,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Cabo Verde,CPV,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Cambodia,KHM,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Cameroon,CMR,..,2.80179480883054,3.12062242784709,2.50077134390863,1.68071585651115,2.12104134746526,4.27192769522796,4.63660520320799,5.7221811101177,5.71840139723045,4.55669824312095,3.57636626788673,8.04757241679566,6.68240371525999,7.17709268910555,6.04745995253376,3.17463544848788,2.14849076493376,2.70630069496642,3.27890474399054,5.54537404867095,2.79033531843774,1.63312851469784,4.40911730815754,4.73214434469501,3.96399328157208,2.96381962969181,2.9684548566258,4.94535110694929,4.26814395696214,9.54401453807082,7.5936885179496,3.77074317389333,5.27309817690089,2.67552450443293,10.6754255027404,8.25618685912222,4.9107916412953,2.38955116412716,4.09750426441893,6.45317099498087,4.57641213034029,0.872490414831763,0.0744270659215477,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Canada,CAN,..,1.60477784160866,1.78050653634303,0.888591779402056,0.466914190145883,0.0378489884219228,1.23720479763917,1.45436488351025,1.23592904909177,2.02701532410957,1.48075599185927,1.41454068614139,2.61879798056548,1.59625467093616,1.55708079181916,1.66720104418872,1.35984001803443,1.00316172087743,0.883722775491993,0.80943372719997,1.46479265954374,0.788534866168558,0.365183495760599,0.863363511029531,1.34756047508205,1.0750735150594,0.998850181021694,1.11608310654199,1.18135698520694,1.06611717478202,1.60136727635081,1.23083841278507,0.976835080829974,1.55446939867376,1.08229306672732,2.49246542793625,2.68450382092298,2.69715049611769,2.07729184634169,3.39676921812536,5.23812102370028,4.56036540627445,2.17292975130641,2.26754281972431,2.01612275791068,2.32164989003099,2.575101667952,0.907919113463471,0.732302331623343,0.688216006641802,0.651772171029664,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Cayman Islands,CYM,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Central African Republic,CAF,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Chad,TCD,..,17.7866999973594,20.5530996379817,14.8007304783102,6.73263132903597,7.51899010004814,17.2981221007501,18.4556052752833,22.3319394726279,25.7302509192289,21.0693504123903,15.5588922131843,31.9737109964794,30.0803729397361,34.1787264255895,35.024402186047,32.3434788826718,6.13505811009443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Chile,CHL,..,0.0154420663833355,0.0150584641246471,0.0113807674359456,0.010363455133798,0.0204204172034657,0.0513822340870112,0.0542677322735279,0.0547120692087721,0.0449955318760636,0.0307461198993072,0.0241146811571113,0.0390196049299216,0.0244145124701578,0.0311655417237703,0.0490260028495843,0.0513613249742842,0.0539838908056113,0.0495340647969044,0.0505565228750651,0.0644894261447038,0.0410653216957169,0.0224229879224741,0.0380306774694073,0.060232848441967,0.0554210476004941,0.0763590619092656,0.110897842992227,0.130172856818241,0.165888026790575,0.393011231765288,0.344594580372614,0.290732936328338,0.571194785748052,0.435438491505892,1.22001480661949,1.20584303638315,1.23103571656102,0.83386332088198,0.928927425572475,1.06113285352105,1.13415163811131,0.612009859640513,0.648880010705631,1.01588179656381,1.27273659731412,0.62661511859395,0.117341146675607,0.101580454628503,0.0967002718280453,0.0813587812819298,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,China,CHN,..,0.383458587815659,0.434241039388983,0.331717045794738,0.254905625928507,0.336653518399789,0.899303001957935,1.11001896293307,1.32981903328539,1.52661479077706,1.24346297994017,0.950748491930409,2.03469786769203,1.86311714226183,2.27585108393375,2.26265319972949,1.67197670504428,1.32305075428969,1.26421442515728,1.32203890074748,2.00806884381282,1.10912605698827,0.716771746778277,1.51234589966949,1.88627419673753,1.65234370627237,1.92990238755878,2.68500968447768,2.81662298379486,2.83213988544491,5.21575548255788,3.96547397998657,3.05579449989882,4.50751504248542,2.68318125882379,5.3432675932076,5.94872662322603,6.29161388051206,5.82621743268576,9.16932965629745,11.7976625397849,11.1427515344865,5.42751991436235,4.22611534044637,3.98374500425167,3.0644941254816,2.70201943848095,0.399584994121688,0.191868271253543,0.0828885166629853,0.0214213398877753,..,..,..,..,..,..,..,..,..,..
